page,table_index,manufacturer,make,model ,vehicle_type,percent_content
4,1,Hyundai Motor Company,Hyundai,Tucson PHEV,MPV,0%
4,1,Hyundai Motor Company,Hyundai,Venue,MPV,0%
4,1,Jaguar Land Rover Limited,Jaguar,F-Pace (2.0L I4 Turbocharged),MPV,0%
4,1,Jaguar Land Rover Limited,Jaguar,F-Pace (3.0L I6 Turbocharged),MPV,0%
4,1,Jaguar Land Rover Limited,Jaguar,F-Pace SVR (5.0L V8 Supercharged),MPV,0%
4,1,Jaguar Land Rover Limited,Jaguar,I-PACE EV400 Waymo (394hp Electric Motors/90kWh Battery),MPV,0%
4,1,Jaguar Land Rover Limited,Jaguar,I-PACE EV400 HSE (394hp Electric Motors/90kWh Battery),MPV,0%
4,1,Jaguar Land Rover Limited,Land Rover,Discovery 2.0L Turbocharged,MPV,0%
4,1,Jaguar Land Rover Limited,Land Rover,Discovery 3.0L Turbocharged,MPV,0%
4,1,Kia Motors,Kia,Seltos,MPV,0%
4,1,Lamborghini,Lamborghini,Huracan EVO,PC,0%
4,1,Lamborghini,Lamborghini,Huracan STO,PC,0%
4,1,Lamborghini,Lamborghini,Huracan Tecnica,PC,0%
4,1,Lamborghini,Lamborghini,URUS Performante,MPV,0%
4,1,Mazda Motor Corporation,Mazda,CX-5,MPV,0%
4,1,Mazda Motor Corporation,Mazda,Mazda3,PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Coupe (C300/C300-4M),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Coupe (C43),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Coupe (C63/C63S),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Cabriolet (C300/C300-4M),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Cabriolet (C43),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Cabriolet (C63/C63S),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Sedan (C300/C300-4M/AMG C43),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Sedan (E350/E350-4M),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Sedan (E450-4M/ AMG E53),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Sedan (E63S),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Wagon (E450-4M),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Wagon (E63S),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Coupe (E450/E450-4M/AMG E53),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Cabriolet (E450/E450-4M/AMG E53),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,CLS Coupe (CLS450/CLS450-4M/AMG CLS53),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,EQB-Class (EQB 250+/EQB 300-4M/EQB 350-4M),MPV,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,S-Class Sedan (S500-4M),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,S-Class Sedan (S580-4M),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,S-Class Sedan (S580e-4M),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,S-Class Maybach (S580-4M/S680-4M),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,SL-Class (SL55/SL63/SL43),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA250/CLA250-4M),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA45 AMG),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA35 AMG),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,GLA SUV (GLA250/GLA250-4M),MPV,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,GLA SUV (AMG GLA35 / AMG GLA45),MPV,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC300/GLC300-4M),MPV,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC43-4M),MPV,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC300/GLC300-4M),MPV,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC43-4M),MPV,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC63-4M),MPV,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,GLC Coupe (GLC300-4M),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,GLC Coupe (GLC43),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,GLC Coupe (GLC63),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,AMG GT 4-dr Coupe (AMG GT43 / AMG GT53),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,AMG GT 4-dr Coupe (AMG GT63/ AMG GT63S),PC,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Eclipse Cross ES 4WD,MPV,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Eclipse Cross LE 4WD,MPV,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Eclipse Cross SE 4WD,MPV,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Eclipse Cross SEL 4WD,MPV,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Mirage LE,PC,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Mirage ES,PC,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Mirage SE,PC,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Mirage BE,PC,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Mirage G4 ES,PC,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Mirage G4 LE,PC,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Mirage G4 SE,PC,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Mirage G4 BE,PC,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander PHEV ES,MPV,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander PHEV SE,MPV,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander PHEV SEL,MPV,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander PHEV 40th Anniversary,MPV,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander PHEV Ralliart,MPV,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport 2.0 LE AWD,MPV,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport 2.0 Ralliart AWD,MPV,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport 2.0 SE AWD,MPV,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport 2.0 SE Special Edition AWD,MPV,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport S AWD,MPV,0%
4,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport ES AWD,MPV,0%
4,1,"Nissan North America, Inc",Infiniti,Q50,PC,0%
4,1,"Nissan North America, Inc",Nissan,370Z Coupe,PC,0%
4,1,"Nissan North America, Inc",Nissan,Ariya,PC,0%
4,1,"Nissan North America, Inc",Nissan,GT-R,PC,0%
4,1,Rolls-Royce Motor,Rolls-Royce,Phantom,PC,0%
4,1,Rolls-Royce Motor,Rolls-Royce,Ghost,PC,0%
4,1,Rolls-Royce Motor,Rolls-Royce,Cullinan,MPV,0%
4,1,Subaru,Subaru,BRZ,PC,0%
4,1,Subaru,Subaru,Crosstrek Hybrid,MPV,0%
4,1,Subaru,Toyota,GR86,PC,0%
4,1,Subaru,Subaru,WRX,PC,0%
4,1,Toyota,Toyota,GR86,PC,0%
4,1,Toyota,Lexus,GX460,MPV,0%
4,1,Toyota,Lexus,IS300 / 350,PC,0%
4,1,Toyota,Lexus,LC 500,PC,0%
4,1,Toyota,Lexus,LC Convertible,PC,0%
4,1,Toyota,Lexus,LC 500h,PC,0%
4,1,Toyota,Lexus,LS 500,PC,0%
4,1,Toyota,Lexus,LS 500h,PC,0%
4,1,Toyota,Lexus,LX600,MPV,0%
4,1,Toyota,Lexus,NX 450h,MPV,0%
4,1,Toyota,Lexus,UX200,MPV,0%
5,1,Toyota,Lexus,UX250h,MPV,0%
5,1,Toyota,Lexus,RC,PC,0%
5,1,Toyota,Lexus,RC F,PC,0%
5,1,Toyota,Lexus,RZ 450e,MPV,0%
5,1,Toyota,Toyota,4Runner,MPV,0%
5,1,Toyota,Toyota,bZ4x,MPV,0%
5,1,Toyota,Toyota,Corolla Hatchback,PC,0%
5,1,Toyota,Toyota,GR Corolla,PC,0%
5,1,Toyota,Toyota,Corolla Hybrid,PC,0%
5,1,Toyota,Toyota,Crown,PC,0%
5,1,Toyota,Toyota,Mirai,PC,0%
5,1,Toyota,Toyota,Prius,PC,0%
5,1,Toyota,Toyota,Prius Prime,PC,0%
5,1,Toyota,Toyota,Rav4 Prime,PC,0%
5,1,Toyota,Toyota,Venza,PC,0%
5,1,Bugatti Automobiles S.A.S.,Bugatti,Chiron,PC,
5,1,Bugatti Automobiles S.A.S.,Bugatti,Chiron Pur Sport,PC,
5,1,Bugatti Automobiles S.A.S.,Bugatti,Chiron Super Sport,PC,
5,1,Ford Motor Company,Ford,Ford GT,PC,
5,1,Ford Motor Company,Ford,Transit EV,Truck,
6,1,Fiat Chrysler,Jeep,Cherokee,MPV,75.00%
