page,table_index,manufacturer,make,model ,vehicle_type,percent_content
4,1,Fiat Chrysler,Alfa Romeo,Giulia,PC,0%
4,1,Fiat Chrysler,Alfa Romeo,Stelvio,MPV,0%
4,1,Fiat Chrysler,Fiat,500X,MPV,0%
4,1,Hyundai Motor Company,Hyundai,Elantra,PC,0%
4,1,Hyundai Motor Company,Hyundai,Elantra N,PC,0%
4,1,Hyundai Motor Company,Genesis,G90,PC,0%
4,1,Hyundai Motor Company,Hyundai,Ioniq 5,PC,0%
4,1,Hyundai Motor Company,Hyundai,Kona,MPV,0%
4,1,Hyundai Motor Company,Hyundai,Palisade,MPV,0%
4,1,Hyundai Motor Company,Hyundai,Kona EV,MPV,0%
4,1,Hyundai Motor Company,Hyundai,Hyundai Santa Fe HEV,MPV,0%
4,1,Hyundai Motor Company,Hyundai,Hyundai Santa Fe PHEV,MPV,0%
4,1,Hyundai Motor Company,Hyundai,Hyundai Sonata,PC,0%
4,1,Hyundai Motor Company,Hyundai,Tucson,MPV,0%
4,1,Hyundai Motor Company,Hyundai,Tucson Hybrid,MPV,0%
4,1,Hyundai Motor Company,Hyundai,Tucson PHEV,MPV,0%
4,1,Hyundai Motor Company,Hyundai,Veloster N,PC,0%
4,1,Hyundai Motor Company,Hyundai,Venue,MPV,0%
4,1,Jaguar Land Rover Limited,Jaguar,I-PACE EV400 Waymo (394hp Electric Motors/90kWh Battery),MPV,0%
4,1,Jaguar Land Rover Limited,Jaguar,I-PACE EV400 HSE (394hp Electric Motors/90kWh Battery),MPV,0%
4,1,Jaguar Land Rover Limited,Land Rover,Discovery 2.0L Turbocharged,MPV,0%
4,1,Jaguar Land Rover Limited,Land Rover,Discovery 3.0L Turbocharged,MPV,0%
4,1,Kia Motors,Kia,Niro Electric,MPV,0%
4,1,Kia Motors,Kia,Carnival,MPV,0%
4,1,Kia Motors,Kia,Sportage,MPV,0%
4,1,Kia Motors,Kia,Stinger,PC,0%
4,1,Kia Motors,Kia,Soul,MPV,0%
4,1,Lamborghini,Lamborghini,Huracan EVO,PC,0%
4,1,Lamborghini,Lamborghini,Huracan STO,PC,0%
4,1,Lamborghini,Lamborghini,Aventador SJ,PC,0%
4,1,Lamborghini,Lamborghini,URUS,MPV,0%
4,1,Mazda Motor Corporation,Mazda,MX-30,PC,0%
4,1,Mazda Motor Corporation,Mazda,CX-5,MPV,0%
5,1,Mazda Motor Corporation,Mazda,CX-9,MPV,0%
5,1,Mazda Motor Corporation,Mazda,Mazda3,PC,0%
5,1,Mazda Motor Corporation,Mazda,MX-5 Miata,PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Coupe (C300/C300-4M),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Coupe (C43),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Coupe (C63/C63S),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Cabriolet (C300/C300-4M),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Cabriolet (C43),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Cabriolet (C63/C63S),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Sedan (E350/E350-4M),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Sedan (E450-4M/ AMG E53),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Sedan (E63S),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Wagon (E450-4M),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Wagon (E63S),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Coupe (E450/E450-4M/AMG E53),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Cabriolet (E450/E450-4M/AMG E53),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,CLS Coupe (CLS450/CLS450-4M/AMG CLS53),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,EQS Sedan (EQS 450+/EQS 580-4M/EQS 53),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,S-Class Sedan (S500-4M),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,S-Class Sedan (S580-4M),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,S-Class Maybach (S580-4M),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA250/CLA250-4M),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA45 AMG),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA35 AMG),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,GLA SUV (GLA250/GLA250-4M),MPV,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,GLA SUV (AMG GLA35 / AMG GLA45),MPV,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC300/GLC300-4M),MPV,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC43-4M),MPV,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC63-4M),MPV,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,GLC Coupe (GLC300-4M),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,GLC Coupe (GLC43),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,GLC Coupe (GLC63),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC300/GLC300-4M),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC43-4M),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,AMG GT 4-dr Coupe (AMG GT43 / AMG GT53),PC,0%
5,1,Mercedes-Benz USA,Mercedes-Benz,AMG GT 4-dr Coupe (AMG GT63/ AMG GT63S),PC,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Eclipse Cross ES 2WD,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Eclipse Cross ES 4WD,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Eclipse Cross LE 2WD,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Eclipse Cross LE 4WD,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Eclipse Cross SE 2WD,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Eclipse Cross SE 4WD,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Mirage LE,PC,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Mirage ES M/T,PC,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Mirage CVT ES,PC,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Mirage SE,PC,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Mirage BE,PC,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Mirage G4 CVT ES,PC,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Mirage G4 MT ES,PC,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Mirage G4 LE,PC,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Mirage G4 SE,PC,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Mirage G4 BE,PC,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander PHEV Fleet,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander PHEV SEL,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander PHEV LE,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander PHEV GT,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport ES 2WD,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport LE 2WD,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport 2.0 SE 2WD,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport 2.0 SE AWC,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport SE Special Edition 2WD,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport SE Special Edition AWC,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport S 2WD,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport ES 4WD,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport LE 4WD,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport 2.0 B&W 2WD,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport 2.0 B&W AWC,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport 2.4 GT AWC,MPV,0%
5,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport 2.4 GT Special Edition AWC,MPV,0%
5,1,"Nissan North America, Inc",Infiniti,Q50,PC,0%
5,1,"Nissan North America, Inc",Infiniti,Q60,PC,0%
5,1,"Nissan North America, Inc",Nissan,370Z Coupe,PC,0%
5,1,"Nissan North America, Inc",Nissan,Rogue Sport,MPV,0%
5,1,Subaru,Subaru,BRZ,PC,0%
5,1,Subaru,Subaru,Crosstrek Hybrid,MPV,0%
5,1,Subaru,Toyota,GR86,PC,0%
5,1,Subaru,Subaru,WRX,PC,0%
5,1,Toyota,Toyota,GR86,PC,0%
5,1,Toyota,Lexus,GX460,MPV,0%
5,1,Toyota,Lexus,IS300 / 350,PC,0%
5,1,Toyota,Lexus,LC 500,PC,0%
5,1,Toyota,Lexus,LC Convertible,PC,0%
5,1,Toyota,Lexus,LC 500h,PC,0%
5,1,Toyota,Lexus,LS 500,PC,0%
5,1,Toyota,Lexus,LS 500h,PC,0%
5,1,Toyota,Lexus,LX600,PC,0%
5,1,Toyota,Lexus,NX PHV,MPV,0%
5,1,Toyota,Lexus,UX,MPV,0%
5,1,Toyota,Lexus,UX Hybrid,MPV,0%
5,1,Toyota,Lexus,RC,PC,0%
5,1,Toyota,Lexus,RC F,PC,0%
5,1,Toyota,Toyota,Mirai,PC,0%
5,1,Toyota,Toyota,4Runner,MPV,0%
6,1,Toyota,Toyota,C-HR,PC,0%
6,1,Toyota,Toyota,Rav4 Prime,PC,0%
6,1,Volkswagen,Volkswagen,ID.4 AWD,MPV,0%
6,1,Volkswagen,Volkswagen,ID.4 AWD,MPV,0%
