page,table_index,manufacturer,make,model ,vehicle_type,percent_content
8,1,Hyundai Motor Company,Hyundai,Elantra GT,PC,0%
8,1,Hyundai Motor Company,Hyundai,Elantra,PC,0%
8,1,Hyundai Motor Company,Hyundai,Ioniq PHEV,PC,0%
8,1,Hyundai Motor Company,Hyundai,Ioniq EV,PC,0%
8,1,Hyundai Motor Company,Hyundai,Ioniq HEV,PC,0%
8,1,Hyundai Motor Company,Hyundai,Kona EV,MPV,0%
8,1,Hyundai Motor Company,Hyundai,Nexo,MPV,0%
8,1,Hyundai Motor Company,Hyundai,Palisade,MPV,0%
8,1,Hyundai Motor Company,Hyundai,Sonata HEV,PC,0%
8,1,Hyundai Motor Company,Hyundai,Tucson,MPV,0%
8,1,Hyundai Motor Company,Hyundai,Veloster,PC,0%
8,1,Hyundai Motor Company,Hyundai,Venue,MPV,0%
8,1,Jaguar Land Rover Limited,Jaguar,F-PACE - 30t,MPV,0%
8,1,Jaguar Land Rover Limited,Jaguar,F-PACE - SVR,MPV,0%
8,1,Jaguar Land Rover Limited,Jaguar,F-TYPE Automatic Coupe RWD (I4 - 296 HP),PC,0%
8,1,Jaguar Land Rover Limited,Jaguar,F-TYPE Automatic Coupe RWD (V6 - 340 HP),PC,0%
8,1,Jaguar Land Rover Limited,Jaguar,F-TYPE R-Dynamic Automatic Coupe RWD (V6 - 380 HP),PC,0%
8,1,Jaguar Land Rover Limited,Jaguar,F-TYPE R-Dynamic Automatic AWD Coupe (V6 - 380 HP),PC,0%
8,1,Jaguar Land Rover Limited,Jaguar,F-TYPE Checkered Flag LE Automatic AWD Coupe (V6 - 380 HP),PC,0%
8,1,Jaguar Land Rover Limited,Jaguar,F-TYPE R Coupe (AWD) (V8 - 550 HP),PC,0%
8,1,Jaguar Land Rover Limited,Jaguar,F-TYPE SVR Coupe (AWD) (V8 - 575 HP),PC,0%
8,1,Jaguar Land Rover Limited,Jaguar,I-PACE EV400 S (394hp Electric Motors/90kWh Battery),MPV,0%
8,1,Jaguar Land Rover Limited,Jaguar,I-PACE EV400 SE (394hp Electric Motors/90kWh Battery),MPV,0%
8,1,Jaguar Land Rover Limited,Jaguar,I-PACE EV400 HSE (394hp Electric Motors/90kWh Battery),MPV,0%
8,1,Jaguar Land Rover Limited,Land Rover,Discovery 3.0L Supercharged (Gasoline),MPV,0%
8,1,Jaguar Land Rover Limited,Land Rover,Discovery 3.0L Turbocharged (Diesel),MPV,0%
8,1,Kia Motors,Kia,Cadenza,PC,0%
8,1,Kia Motors,Kia,Niro Electric,MPV,0%
8,1,Kia Motors,Kia,Niro Hybrid,MPV,0%
8,1,Kia Motors,Kia,Niro PHEV,MPV,0%
8,1,Kia Motors,Kia,Niro Plug-In Hybrid,MPV,0%
8,1,Kia Motors,Kia,Optima Hybrid,PC,0%
8,1,Kia Motors,Kia,Rio,PC,0%
8,1,Kia Motors,Kia,Sedona,MPV,0%
9,1,Kia Motors,Kia,Sportage,MPV,0%
9,1,Kia Motors,Kia,Stinger,PC,0%
9,1,Lamborghini,Lamborghini,Huracan EVO,PC,0%
9,1,Lamborghini,Lamborghini,Huracan,PC,0%
9,1,Lamborghini,Lamborghini,Aventador,PC,0%
9,1,Lamborghini,Lamborghini,URUS,MPV,0%
9,1,Lotus Cars Ltd.,Lotus,Evora,PC,0%
9,1,Mazda Motor Corporation,Mazda,CX-5,MPV,0%
9,1,Mazda Motor Corporation,Mazda,CX-9,MPV,0%
9,1,Mazda Motor Corporation,Mazda,Mazda3,PC,0%
9,1,Mazda Motor Corporation,Mazda,Mazda6,PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Sedan (C43),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Coupe (C43) PC,PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Coupe (C63/C63S) PC,PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Cabriolet (C43),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Cabriolet (C63/C63S),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Sedan (E350/E350-4M),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Sedan (E450-4M/ AMG E53),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Sedan (E63S),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Wagon (E450-4M),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Wagon (E63S),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Coupe (E450/E450-4M/AMG E53),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Cabriolet (E450/E450-4M/AMG E53),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,CLS Coupe (CLS450/CLS450-4M/AMG CLS53),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,S-Class Sedan (S560e/S450/S450-4M),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,S-Class Sedan (S560-4M/S63-4M),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,S-Class Sedan (S65),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,S-Class Maybach (S560-4M),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,S-Class Maybach (S650),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,S-Class Coupe (S560-4M/S63-4M),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,S-Class Coupe (S65),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,S-Class Cabriolet (S560-4M/S63-4M),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,S-Class Cabriolet (S65),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,SL Roadster (SL450),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,SL Roadster (SL550),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,SL Roadster (SL63),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,SLC Roadster (SLC300),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,SLC Roadster (SLC43),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA250/CLA250-4M),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA45 AMG),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA35 AMG),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,GLA SUV (GLA250/GLA250-4M/GLA45-4M),MPV,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,GLA SUV (GLA250/GLA250-4M/GLA45-4M),MPV,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC300),MPV,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC350e),MPV,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC43-4M),MPV,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC63-4M),MPV,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,GLC Coupe (GLC43-4M),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,GLC Coupe (GLC63-4M/GLC63S-4M),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,AMG GT Coupe (AMG GT/AMG GT S/AMG GT R/,PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,AMG GT Roadster (AMG GT/ AMG GT R/ AMG,PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,AM G GT 4-dr Coupe (AMG GT53),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,AMG GT 4-dr Coupe (AMG GT63/ AMG GT63S),PC,0%
9,1,Mercedes-Benz USA,Mercedes-Benz,A-Class Sedan (A35),PC,0%
9,1,Mitsubishi Motors,Mitsubishi,Eclipse Cross ES 2WD,MPV,0%
9,1,Mitsubishi Motors,Mitsubishi,Eclipse Cross ES 4WD,MPV,0%
9,1,Mitsubishi Motors,Mitsubishi,Eclipse Cross LE 2WD,MPV,0%
9,1,Mitsubishi Motors,Mitsubishi,Eclipse Cross LE 4WD,MPV,0%
9,1,Mitsubishi Motors,Mitsubishi,Eclipse Cross SE 2WD,MPV,0%
9,1,Mitsubishi Motors,Mitsubishi,Eclipse Cross SE 4WD,MPV,0%
9,1,Mitsubishi Motors,Mitsubishi,Outlander PHEV FE,MPV,0%
9,1,Mitsubishi Motors,Mitsubishi,Outlander PHEV SEL,MPV,0%
9,1,Mitsubishi Motors,Mitsubishi,Outlander PHEV GT,MPV,0%
9,1,Mitsubishi Motors,Mitsubishi,Outlander Sport ES 2WD,MPV,0%
9,1,Mitsubishi Motors,Mitsubishi,Outlander Sport SE 2WD,MPV,0%
9,1,Mitsubishi Motors,Mitsubishi,Outlander Sport SP 2WD,MPV,0%
9,1,Mitsubishi Motors,Mitsubishi,Outlander Sport ES 4WD,MPV,0%
9,1,Mitsubishi Motors,Mitsubishi,Outlander Sport SE 4WD,MPV,0%
9,1,Mitsubishi Motors,Mitsubishi,Outlander Sport SP 4WD,MPV,0%
9,1,Mitsubishi Motors,Mitsubishi,Outlander LE 4WD,MPV,0%
9,1,Mitsubishi Motors,Mitsubishi,Outlander LE 4WD,MPV,0%
9,1,Mitsubishi Motors,Mitsubishi,Outlander SP 2WD,MPV,0%
9,1,Mitsubishi Motors,Mitsubishi,Outlander SP 2WD,MPV,0%
10,1,Mitsubishi Motors,Mitsubishi,Outlander SP 4WD,MPV,0%
10,1,Mitsubishi Motors,Mitsubishi,Outlander SP 4WD,MPV,0%
10,1,Mitsubishi Motors,Mitsubishi,Outlander GT 4WD,MPV,0%
10,1,Mitsubishi Motors,Mitsubishi,Outlander GT 4WD,MPV,0%
10,1,Mitsubishi Motors,Mitsubishi,Outlander ES 2WD,MPV,0%
10,1,Mitsubishi Motors,Mitsubishi,Outlander ES 2WD,MPV,0%
10,1,Mitsubishi Motors,Mitsubishi,Outlander ES 4WD,MPV,0%
10,1,Mitsubishi Motors,Mitsubishi,Outlander ES 4WD,MPV,0%
10,1,Mitsubishi Motors,Mitsubishi,Outlander SE 2WD,MPV,0%
10,1,Mitsubishi Motors,Mitsubishi,Outlander SE 2WD,MPV,0%
10,1,Mitsubishi Motors,Mitsubishi,Outlander SE 4WD,MPV,0%
10,1,Mitsubishi Motors,Mitsubishi,Outlander SE 4WD,MPV,0%
10,1,"Nissan North America, Inc",Infiniti,Q50,PC,0%
10,1,"Nissan North America, Inc",Infiniti,Q60,PC,0%
10,1,"Nissan North America, Inc",Nissan,370Z Coupe,PC,0%
10,1,"Nissan North America, Inc",Nissan,GT-R,PC,0%
10,1,"Nissan North America, Inc",Nissan,Rogue Sport,MPV,0%
10,1,Porsche AG,Porsche,Macan,MPV,0%
10,1,Porsche AG,Porsche,Macan S,MPV,0%
10,1,Porsche AG,Porsche,Macan Turbo,MPV,0%
10,1,Porsche AG,Porsche,Cayenne Coupe,MPV,0%
10,1,Porsche AG,Porsche,Cayenne E-Hybrid,MPV,0%
10,1,Porsche AG,Porsche,911 Carrera S,PC,0%
10,1,Porsche AG,Porsche,911 Carrera S Cabriolet,PC,0%
10,1,Porsche AG,Porsche,911 Carrera 4S,PC,0%
10,1,Porsche AG,Porsche,911 Carrera 4S Cabriolet,PC,0%
10,1,Porsche AG,Porsche,Panamera 4 E-Hybrid,PC,0%
10,1,Porsche AG,Porsche,Panamera 4S,PC,0%
10,1,Porsche AG,Porsche,Panamera GTS,PC,0%
10,1,Porsche AG,Porsche,Panamera Turbo,PC,0%
10,1,Porsche AG,Porsche,Panamera Turbo S E-Hybrid,PC,0%
10,1,Porsche AG,Porsche,Panamera Turbo S E-Hybrid Executive,PC,0%
10,1,Porsche AG,Porsche,Panamera 4 Sport Turismo,PC,0%
10,1,Porsche AG,Porsche,Panamera 4 E-Hybrid Sport Tourismo,PC,0%
10,1,Porsche AG,Porsche,Panamera 4S Sport Turismo,PC,0%
10,1,Porsche AG,Porsche,Panamera GTS Sport Turismo,PC,0%
10,1,Porsche AG,Porsche,Panamera Turbo Sport Turismo,PC,0%
10,1,Porsche AG,Porsche,Panamera,PC,0%
10,1,Porsche AG,Porsche,Panamera 4,PC,0%
10,1,Porsche AG,Porsche,Panamera 4 Executive,PC,0%
10,1,Porsche AG,Porsche,Panamera 4 E-Hybrid Executive,PC,0%
10,1,Porsche AG,Porsche,Panamera 4S Executive,PC,0%
11,1,Porsche AG,Porsche,Panamera Turbo Executive,PC,0%
11,1,Porsche AG,Porsche,Panamera Turbo S E-Hybrid Sport Turismo,PC,0%
11,1,Porsche AG,Porsche,Cayenne S Coupe,PC,0%
11,1,Porsche AG,Porsche,Cayenne Coupe E-Hybrid,PC,0%
11,1,Porsche AG,Porsche,718 Cayman 6,PC,0%
11,1,Porsche AG,Porsche,718 Boxster 6,PC,0%
11,1,Porsche AG,Porsche,718 Cayman GT4,PC,0%
11,1,Porsche AG,Porsche,718 Spyder,PC,0%
11,1,Porsche AG,Porsche,911 Carrera,PC,0%
11,1,Porsche AG,Porsche,911 Carrera 4,PC,0%
11,1,Porsche AG,Porsche,911 Carrera 4 Cabriolet,PC,0%
11,1,Porsche AG,Porsche,911 Carrera Cabriolet,PC,0%
11,1,Porsche AG,Porsche,Taycan Turbo,PC,0%
11,1,Porsche AG,Porsche,Taycan Turbo S,PC,0%
11,1,Porsche AG,Porsche,Cayenne Coupe Turbo S E-Hybrid,PC,0%
11,1,Porsche AG,Porsche,Cayenne Turbo S E-Hybrid,PC,0%
11,1,Porsche AG,Porsche,Macan GTS,PC,0%
11,1,Porsche AG,Porsche,Taycan 4S w Perf Pack,PC,0%
11,1,Porsche AG,Porsche,718 Boxster T,PC,0%
11,1,Porsche AG,Porsche,718 Boxster T,PC,0%
11,1,Porsche AG,Porsche,718 Cayman T,PC,0%
11,1,Porsche AG,Porsche,718 Cayman T,PC,0%
11,1,Porsche AG,Porsche,718 Boxster,PC,0%
11,1,Porsche AG,Porsche,718 Boxster,PC,0%
11,1,Porsche AG,Porsche,718 Boxster S,PC,0%
11,1,Porsche AG,Porsche,718 Boxster S,PC,0%
11,1,Porsche AG,Porsche,718 Cayman,PC,0%
11,1,Porsche AG,Porsche,718 Cayman,PC,0%
11,1,Porsche AG,Porsche,718 Cayman S,PC,0%
11,1,Porsche AG,Porsche,718 Cayman S,PC,0%
11,1,Subaru,Subaru,WRX,PC,0%
11,1,Subaru,Subaru,STI S209,PC,0%
11,1,Subaru,Subaru,BRZ,PC,0%
11,1,Subaru,Toyota,86,PC,0%
11,1,Subaru,Subaru,Forester,MPV,0%
11,1,Toyota,Toyota,Toyota 86,PC,0%
11,1,Toyota,Lexus,GX460,MPV,0%
11,1,Toyota,Lexus,GS350,PC,0%
11,1,Toyota,Lexus,GS F,PC,0%
11,1,Toyota,Lexus,IS300 / 350,PC,0%
11,1,Toyota,Lexus,LC 500,PC,0%
11,1,Toyota,Lexus,LC 500h,PC,0%
11,1,Toyota,Lexus,LS 500,PC,0%
11,1,Toyota,Lexus,LS 500h,PC,0%
11,1,Toyota,Lexus,LX570,PC,0%
11,1,Toyota,Lexus,NX Hybrid,MPV,0%
11,1,Toyota,Lexus,UX,MPV,0%
11,1,Toyota,Lexus,UX Hybrid,MPV,0%
11,1,Toyota,Lexus,RX450hL,MPV,0%
11,1,Toyota,Lexus,RC,PC,0%
11,1,Toyota,Lexus,RC F,PC,0%
11,1,Toyota,Toyota,Mirai,PC,0%
11,1,Toyota,Toyota,4Runner,MPV,0%
11,1,Toyota,Toyota,C-HR,PC,0%
11,1,Toyota,Toyota,Corolla HB,PC,0%
11,1,Toyota,Toyota,Corolla Hybrid,PC,0%
11,1,Toyota,Toyota,Land Cruiser200,MPV,0%
11,1,Toyota,Toyota,Prius,PC,0%
11,1,Toyota,Toyota,Prius Prime,PC,0%
